match_id,winner_event_id,winner_event_type,target
3773386,4499fee0-2db7-4699-9576-9999d0e92627,Clearance,0
3773386,ddb5c2bf-12c6-4778-85d2-f6bf366cc1b8,Pass,0
3773386,b5ab6aaa-b599-47d8-9b95-25c14d1c2340,Pass,0
3773386,e1364409-6232-4ff2-aacc-62f8aa04b4bc,Pass,0
3773386,8d0021ab-96e1-4e73-9437-386f1048595e,Pass,0
3773386,f0a910c0-6cbf-4add-b26b-a32e5ac8844f,Pass,0
3773387,9ace9e2e-5cb7-4b63-96d3-581186711fca,Clearance,0
3773387,a0fcee32-76ef-4bab-805a-70e286e16ca7,Pass,0
3773387,e8fb9793-90bf-4ea9-a740-c2898ba4e29b,Pass,0
3773387,ef020f7b-7753-4878-a1b9-f5c92c80c9f3,Clearance,0
3773387,77d4b509-4206-4036-9c19-727b563a2719,Pass,0
3773387,21ecf069-6f01-4d10-9ce5-7a9782da8151,Clearance,0
3773403,f1df8e1a-334e-4d22-a057-7b481b493ad2,Clearance,1
3773403,7ae8e519-4800-40f0-b7c3-245767fdde54,Clearance,0
3773403,0649ad23-37f8-4461-8f8b-aa4733ed4864,Pass,0
3773403,70aca46d-0bd0-40e5-b6ea-fe2336cd9750,Pass,0
3773403,f29a38e2-625d-4aa5-a22d-fac08fb2427e,Clearance,0
3773403,ccdbd3d2-7994-4805-8db2-c68c23cca1da,Clearance,0
3773403,98417e3c-ad89-40cb-a447-09425951698f,Clearance,0
3773415,b3bc3b0c-0bc2-42ec-b654-ed46e252c18b,Clearance,0
3773415,aff0df7d-c4a4-4013-aa89-e510e2b9c1a3,Pass,0
3773415,bbb19143-b100-487d-979b-36f66e5cdff3,Clearance,0
3773415,908f2137-a79d-4fd7-9f29-a3ef2d6119b4,Pass,0
3773415,d4a220ce-abcc-4566-b57c-2c94704be0b1,Pass,0
3773415,16dd3a50-6c75-448e-8afb-e32f49082ee6,Clearance,1
3773415,ac5ea7ab-b994-44dc-aa3d-c02f50ab7d78,Pass,0
3773415,aaa3a0f2-f53e-42bb-a2e3-8df57551dd9c,Pass,0
3773415,d3763726-44a0-4101-9eee-fb741a4eae9d,Pass,0
3773415,ea5832b9-7ab1-45fe-a792-4e8bc3e2b85e,Pass,0
3773415,c47495c0-bbcd-47c3-bec5-a5c786278d4b,Clearance,0
3773415,35bd2b7c-a817-4fa8-b6c4-85fc4c57b15d,Clearance,1
3773428,d263c522-36cd-4beb-999d-c05d36200d02,Pass,0
3773428,edc6642a-bd00-429d-a591-5e79c533531b,Pass,0
3773428,1b3e5088-f636-4a24-8292-ba5f0313365c,Pass,0
3773428,8a006f4c-ab05-4ec0-bd0f-f30b29368082,Pass,0
3773428,e4fcdd5a-7740-46b4-a663-ef6c0b1c8e6a,Clearance,0
3773428,15671c59-65dc-4d59-bb8d-1d5c913dd82e,Clearance,0
3773428,3a1b61b2-534d-4def-a6db-816489f9cfe8,Pass,0
3773428,48402acc-6500-4ccc-bcc8-061093e17ade,Clearance,1
3773428,48d5d3e0-aa2b-4a50-9bfb-cfab62c88e2f,Clearance,1
3773428,fa74d0fa-667b-48c6-a60e-a8a563b7a328,Pass,0
3773428,0e132039-d33c-49fa-b0d6-e19029bc655d,Clearance,0
3773428,571cc8aa-6717-4bdf-b585-abf2eade6b30,Clearance,1
3773457,00c78720-4fb3-48f7-9d06-2b5af206365f,Clearance,1
3773457,afacbc32-d63a-4639-b28e-2af090610cf1,Clearance,1
3773457,960f3f47-1b95-4470-b35b-181723539cf9,Pass,0
3773457,ea65f2f2-41d6-4e4a-8173-68131e58b1ef,Pass,0
3773466,67b9c5a1-1703-4189-a95a-81b2a8606c8b,Pass,0
3773466,b52a5b16-a7a3-4863-917c-806fdf86e934,Pass,0
3773466,a69dcdfa-1b25-4182-b465-b7a0b27ce4e2,Pass,0
3773466,e4bbbdc7-8524-41db-baf1-7e8b574ff80c,Pass,0
3773466,88cfa140-7cc7-476c-8efc-cbe9868c0067,Pass,0
3773466,81b000e5-044d-4258-a7c2-a67af271ec4f,Pass,0
3773466,50e0b58d-3025-4a93-ac19-c7b7b88b2139,Pass,0
3773474,971abd1e-4745-4454-9270-7c36c2acdf0b,Pass,0
3773474,fe844449-8c84-4d71-87e2-b0b873bde687,Pass,0
3773474,abbbfee6-304b-49b9-a690-f9ec5dea0785,Clearance,1
3773474,ab027e27-5cd7-4f06-8f18-458adac59703,Clearance,1
3773474,ebcfb7e1-d86f-40d5-aab9-20d520f6d5d6,Pass,0
3773474,22271697-e400-4565-8ce4-fbb0f00680bf,Pass,0
3773474,5f904e20-4b2e-44f9-8c33-b9fdb4a05a31,Pass,0
3773477,6ac51f92-0fde-44f0-a136-69364dc2acc8,Pass,0
3773477,91c0e410-bcb4-4a50-ab70-43add86e590e,Pass,0
3773477,590bf310-a47c-498c-9fed-dc42b433baa9,Clearance,1
3773497,b3752a9b-9908-4619-be59-9763215faf37,Clearance,0
3773497,ddcf3127-a165-4606-ac18-3db263cbc8a6,Clearance,0
3773497,98c37f6a-b67b-4aa0-8ead-8f70e9ece5b8,Pass,0
3773523,3dabe86e-1e54-47bc-b18a-5ba69b7e3d94,Pass,0
3773523,47c30fd0-e166-4b5f-bb10-24e297618215,Pass,0
3773523,54c50412-dac6-4c60-a07d-2898f888d526,Clearance,0
3773523,c77489b0-9a1e-4950-99f9-b26d5bd593ed,Pass,0
3773523,4450e16e-5df6-4941-8ae0-e2d3434975fd,Pass,0
3773523,da77b443-e083-4c59-862f-4f46329a9201,Pass,0
3773523,88b65e00-b530-415f-8971-dd6636b38512,Pass,0
3773526,a26d0120-a686-42bd-b9ea-db35d8fb4305,Pass,0
3773526,7999fb35-32a0-4cfc-b4d1-ad67dd6422bb,Clearance,1
3773526,4f2fb303-091b-44f0-8dab-c82e11990391,Pass,0
3773526,6dc26e59-4f8b-4169-8d12-d9f76f1b7234,Clearance,1
3773526,d1e7a98f-bca7-4884-bd4d-c8d76acbecc8,Pass,0
3773526,da871896-2869-4b8c-9555-218979bc35ed,Pass,1
3773526,effadaac-f84f-4112-9a15-a8cf2d836cbd,Pass,0
3773526,ff34d868-9775-492f-af59-870e31c2d297,Clearance,0
3773526,4f3e29ed-01eb-4be8-9b3b-d67247047324,Pass,1
3773526,86ccd188-1a06-4efe-96cd-8a548b96e62d,Clearance,1
3773526,aba8908b-b636-498d-974e-b9bd884f0dad,Clearance,1
3773526,f788f223-30a3-4bb1-bd96-9622d43e8585,Pass,0
3773526,674a451a-118b-4bc5-a436-fe7015cf0d74,Pass,0
3773526,226470dd-6e28-48ba-8a71-29db4c13efbe,Pass,0
3773526,c5855215-ea18-4f9f-8850-4e0c3b8879e8,Clearance,0
3773547,ce8f4504-1b43-4377-a637-df11ba24d969,Pass,0
3773547,1ad65e45-025f-4c00-ba0a-b703b08470e0,Pass,1
3773547,46430c6a-a25e-472c-998d-b23fb7ad6cf2,Pass,0
3773547,fb50d2d2-db41-4eb9-a5d5-b007fba3516e,Pass,0
3773547,209ff6d5-c8e7-4c0c-b169-356cba8aeefa,Pass,0
3773547,04295459-bea1-4e4f-be52-f7bb08b2901d,Clearance,0
3773552,50104f0c-9312-4411-96da-065aa88a5fd9,Pass,0
3773552,feff9f88-0593-48ba-8985-a2cddc6f0ad8,Pass,0
3773552,f40d1bec-1e88-4c89-a8bc-e5de19ebbd93,Pass,0
3773565,38b8ea03-7e0c-4442-b94b-d6d85cbbcf9d,Clearance,0
3773565,41dbc26f-4b41-4553-b935-cb749965cd16,Clearance,0
3773565,71b1bd34-4e24-46b6-a4f4-ce08f4989376,Clearance,1
3773565,960b587b-ce84-49ca-9eea-dcad406bcb38,Pass,1
3773565,ea6ab8b9-6291-4c0c-b659-195ee3a96b49,Clearance,0
3773565,eb143927-9f31-4228-af57-d4b2629c0fac,Clearance,0
3773565,d106d3ef-fde8-471d-bab5-059ba54d757b,Pass,0
3773565,a38963c5-a23a-41d8-bea9-f63e82b983a4,Clearance,1
3773565,179e6961-4cb6-47be-a6df-be0e0ff5da87,Clearance,0
3773565,dc848ad5-6fe5-490a-b19e-30566b10fd6d,Pass,0
3773571,1cf426ad-e8f1-4081-bd14-23b223cf4950,Pass,0
3773571,77b6c46b-3cf4-4c7e-b795-9692fa1e51eb,Clearance,0
3773571,c0e6a41b-ec23-42a2-88c5-2b9f51a30dda,Clearance,0
3773571,bf845c50-8c44-4489-95da-47445273faae,Clearance,1
3773571,88d781b3-5bca-4c9e-84ad-c76f76a9b9ba,Pass,0
3773571,15b994c2-fb3d-48b7-bb06-5f091dd2b590,Pass,0
3773571,6cf8748d-174a-4e69-95b7-4d8bb8b727cb,Pass,0
3773571,72c7cab3-adcb-4fe8-a4af-14489b961231,Pass,0
3773585,71f7f932-25b2-48a9-bb82-761eab65973a,Pass,0
3773585,7e2090f9-0c06-457b-9368-af6b919575a3,Clearance,0
3773585,c3bef5b0-127e-496c-b659-7996fd51da81,Clearance,0
3773585,40591a32-e934-4762-8384-ba9fe75c0781,Clearance,1
3773585,c6223ac5-4d03-4cad-a21c-3322221db636,Clearance,1
3773585,8c2a9ca4-5d99-4c83-8729-f26dc5bca57d,Clearance,1
3773586,cf04b21f-f682-404d-881e-9ce0eab325c6,Clearance,1
3773586,7096eab2-d666-4333-862b-3993fca4b362,Pass,0
3773586,30bdb7fa-3a37-4804-8c1e-013184808a6b,Pass,0
3773586,4b755b7f-8887-4908-847f-8557abeec4c3,Clearance,1
3773586,ae3bbe69-9e31-4036-a8c4-1bfb2f4265b1,Pass,0
3773586,0562ce6f-d878-487b-a956-8497b79c6a9f,Clearance,0
3773586,a68f389a-78c3-4f3d-93ab-352459f11d06,Clearance,0
3773586,47f21773-5e13-4d19-ad55-f8278a458ee5,Clearance,0
3773586,4c8ba09e-ba17-488d-ab8f-727f688db199,Clearance,0
3773587,251c3036-aebf-42c9-8b29-9127e796ce4d,Clearance,0
3773587,56f519b4-fb1d-45e9-b386-7f978239fe66,Clearance,0
3773587,20aa68d3-72b9-4337-83e6-7be6e8d8c302,Clearance,1
3773587,b91915c9-edce-4427-a9db-307a181a7f41,Pass,0
3773587,9b0b205b-422c-462e-9a81-4cac78e4a871,Pass,0
3773587,4eb15e3f-f7da-497e-9a56-290198f6eab6,Pass,0
3773587,6a91ad03-a98c-479b-91ad-c3a6b6bad320,Clearance,1
3773587,ac1de793-b5fc-4e4e-b4b0-eefd457bc898,Pass,0
3773593,2b9b39a2-aff8-4bf4-99aa-0448aa87db3e,Pass,0
3773593,e76420ea-22ef-45bb-a49b-7299d135b82b,Pass,1
3773593,adb31b28-2288-454c-b3c9-e1446703080e,Clearance,0
3773593,7abead64-0f23-40a5-8e3a-7c9cce2fe6c1,Pass,0
3773593,dcd5f091-f2e1-4ad6-ada8-02fcde31a665,Pass,0
3773593,5fd30e67-39bf-4974-9c44-af7b5fd8c8e0,Pass,0
3773593,4f42b1e0-92af-4a2e-bdfb-824647e2ec82,Clearance,1
3773597,cb12cb24-19e3-468a-bd67-bad9f08464b1,Clearance,0
3773597,94cdbbed-e998-41c1-a1d1-1ad9a339e360,Pass,0
3773597,5e65948c-4f34-4387-bd48-0881497f730f,Pass,0
3773597,005b7688-9d42-4c8b-a482-7c23b47c5c10,Clearance,0
3773597,3b8d9291-f8e1-4285-9fec-364598db769b,Pass,0
3773597,a0fd6ae3-d53a-4580-a994-d477c8d731a2,Pass,0
3773597,c10dd888-c988-4733-8e88-c8ad8c39a7e9,Pass,0
3773597,788d2692-f5bc-456f-8fa0-bccab3c3b4d1,Pass,0
3773625,57f117bb-ea01-4c56-bf8a-cabf21ca8ba5,Clearance,1
3773625,6efcd8b8-c0b1-44af-9cb8-518a8420e764,Clearance,0
3773625,67b527cd-63fb-4891-b762-4fc13649b12d,Clearance,1
3773625,2880fd54-6463-4cb9-b346-9af77f91aa42,Clearance,1
3773625,ca29e651-ae9f-4f2a-9f82-5afa2895ffe4,Pass,0
3773625,4cd59754-1214-4ac9-90ae-9f523e9d7f4c,Clearance,0
3773631,6830a009-d6c7-4b5a-b6e7-2bed9fa8d3a9,Pass,0
3773631,7a99b096-c80c-44e2-ac8d-0c6ecf86c534,Pass,0
3773631,ed90810d-3f74-4346-9421-746650673ff9,Pass,0
3773631,dfe3442d-6758-4aeb-b944-1758caea3a82,Pass,0
3773631,3352a10b-71a0-4930-b74e-6759acbf710d,Pass,1
3773631,a5383c64-2f2b-490c-b3c4-ba166a29a403,Pass,0
3773656,904f3fef-6e01-41aa-94d8-aa2355a09baf,Clearance,0
3773656,aac9bef7-fdbe-4d08-9cd1-005c6cfa0d0e,Clearance,0
3773656,4677f0cc-36ba-4ff4-be7a-3f1565acc72e,Clearance,0
3773656,7690e5e0-e816-4e90-9a4a-c9ff299a393c,Pass,0
3773656,5bc080e5-e9ab-4571-9025-f6ce6879c570,Pass,0
3773656,72944bd4-579f-4fa1-b53c-7da783fa8952,Pass,0
3773656,57c92724-22d2-43ba-b6c6-fed377bd003d,Pass,0
3773656,c8a913b3-6bdf-4feb-a4c5-a60ccbf3850a,Pass,0
3773660,587cca38-2f80-4f25-8ac4-67f5adf2809e,Pass,0
3773660,da863651-1174-475b-83d5-abe666286376,Pass,0
3773660,e9582368-c10a-4b9d-b27e-3eb17018700a,Pass,0
3773661,4d27d079-c025-4eb6-b810-cbdcca0e52a2,Clearance,0
3773661,fc656abc-a88f-4fab-bdfd-ecd35aa91f75,Clearance,0
3773661,897e968a-908e-435e-a5d4-8edd7a19e237,Clearance,1
3773661,e546c776-a385-449d-aa6e-7ddb571d589c,Clearance,0
3773661,81e781eb-31cc-4a20-8c52-40ecc2da10cf,Pass,1
3773661,7f4b4079-f84d-49cf-b0fd-a36d82509bee,Pass,0
3773661,06edd25d-fa1e-4e81-90be-dcdb44c039e9,Clearance,1
3773661,8124774e-66dc-42bb-b8b2-ac788c8a009d,Clearance,0
3773661,7b9cea1d-7875-471f-99b9-3d5454888c60,Pass,0
3773661,bd758bb3-31aa-4df0-9c54-626633db2168,Pass,0
3773661,3c4596b8-bc28-4f22-81f3-f9f559bf0029,Clearance,1
3773661,ed501b48-1005-4954-90fb-502d0b661cde,Clearance,0
3773661,e812e9f4-3158-4c33-a184-a649c2992b75,Pass,0
3773661,c6d95b91-b456-47b1-8982-a7265691d483,Pass,0
3773661,d33e8bae-8678-4d23-a33d-9ff0aee61cff,Pass,0
3773665,776ed4c6-bb39-41a7-a9f4-58d18f828f30,Pass,0
3773665,2fafffee-e602-4cf9-86dd-d42f13c7db77,Pass,0
3773665,2818f2dc-439a-47c0-a01d-4fcb02d46c76,Clearance,1
3773665,7c806200-c2be-4453-8ee5-424be070898a,Pass,0
3773665,997d99d7-3f53-48e0-8b44-945b66785bfc,Pass,0
3773665,d0a56f9e-1453-4e1f-9262-5e4aeb73e278,Clearance,0
3773665,437ffefa-5a2c-4b2d-b1d5-d029561b6a29,Pass,0
3773665,9634b300-f45e-4c92-8762-3990e35e5fb2,Pass,0
3773672,53adfbd7-23de-48bb-bc54-1a7fd5b56d0f,Clearance,0
3773672,1ec919c6-033e-4e35-a2e5-a7c99718f13c,Pass,0
3773672,15732b98-875c-4ea8-84d1-d704d6331f9b,Pass,0
3773672,91c1ddae-2039-4fff-8a65-86b3a2ed6c06,Clearance,1
3773672,4aac9a1b-9d2d-4a7b-848a-9052e4afd383,Pass,0
3773672,41791865-9b6b-4ac1-94f9-99c2f3b2f8fb,Pass,0
3773689,e0a2f6f5-5c96-4a28-9dca-96a2f058ab35,Pass,0
3773689,46b7b81c-1439-4c72-b85b-d18ceeef4bbd,Pass,0
3773689,b04a5446-d892-410c-9285-aa4b9522c23d,Clearance,1
3773689,697c4e57-d50c-404f-8d40-7d7272cee305,Clearance,1
3773689,24fe1f55-d4ec-4491-8a3f-185b5d788197,Pass,0
3773689,c3474f25-a7c0-4f4b-b073-b8395089e350,Clearance,0
3773689,0d0270fa-c52f-4167-a293-ed3ec3ad4dfd,Clearance,0
3773689,a40caa56-3e56-46e2-8f57-8e1790b9e1d8,Pass,0
3773689,914ee233-1a2d-45d3-9a4a-8f1944331af6,Clearance,1
3773689,d05bf69d-b84b-4269-8bc5-d56e61e2854b,Clearance,0
3773695,d483aee2-7872-4c01-ba06-a133fdb2b182,Pass,0
3773695,de1645d0-cf8e-4d41-8939-6fcf0db988cf,Pass,0
3773695,03244d0b-54a7-4abc-93dd-84ca9c62a7aa,Pass,0
3773695,6a91b084-a6d9-4e86-a389-86dae36d955a,Pass,0
3773695,213860da-9bdb-4c60-ab78-c6b2e6b8d8e2,Clearance,0
3773695,28c93e8f-d4d8-49f5-aad4-8b86d3016197,Clearance,1
3773695,4f69a75e-599b-409e-a863-e81e22fc6cb5,Clearance,0
3773695,4bb0d451-f9b5-44ad-928f-08ef9116d6ad,Clearance,0
3788741,0f50d5d3-4fea-4511-a22e-affa93f3a6de,Clearance,0
3788741,b4dfd1a3-495a-4438-b454-496f22d7c1ea,Clearance,0
3788741,267364d7-1919-4f4b-a62a-53b9a22d4caa,Clearance,1
3788741,b7b4419b-fab3-443c-b47a-98b532c798e3,Pass,0
3788741,97283c0d-44b4-4004-aabe-b993458de629,Pass,0
3788741,ac74c3f0-75e3-4e7b-be07-06bb833f5e9e,Clearance,0
3788741,c4e6dda2-1cdb-4ab8-8480-1d9007af5c09,Clearance,1
3788741,38a4c3f7-1b75-43e0-9f1f-1162fb0a1e02,Clearance,0
3788741,1ba39d1f-7745-49de-bc0f-8a60bb0115f7,Clearance,1
3788741,f8a0814b-69cc-49f5-ad37-51f309ec4b3e,Clearance,0
3788741,f017148c-bc30-453e-92c0-c9649fe9eb4c,Clearance,1
3788741,5e562676-d364-446b-97ca-721ccdd427a5,Clearance,0
3788741,ac3fc61c-c03a-45c7-9835-b0fd27adf2ab,Pass,0
3788741,3e1db397-00e6-478e-aed4-fb0f897e339d,Clearance,1
3788742,adbcf44a-dfeb-4e0c-9bb6-0956bbf93927,Pass,0
3788742,ed56edb5-0c68-49e8-a17c-b44ad34ca84f,Clearance,1
3788742,e5c08760-47e6-4b75-8ae0-4aaef490ae05,Pass,0
3788742,9ce5c18e-c2b8-44bf-bfff-0b2efb1e1d93,Pass,0
3788742,e5fc1f4b-f966-4ec9-94a9-89d92f9757a0,Pass,0
3788742,902b66d9-ab12-4de1-b860-62bb1f15cc6a,Pass,0
3788742,be437a13-0539-4698-9a55-3d1f2b5ba5a9,Clearance,0
3788742,1639f2c6-a885-4983-8240-4ce4f9c5b4ef,Clearance,0
3788742,831dfb8b-621b-488b-84de-26cad8a53746,Pass,0
3788742,a3eb41a9-f84d-4f73-9293-a7713f714e53,Pass,0
3788742,bc22a0cd-59fc-4f89-bdd5-618a11e7de97,Pass,0
3788742,ae64158a-1a65-4393-91c1-a21550610c82,Pass,0
3788742,84f13e56-acb1-4331-b83c-fb58f9244991,Clearance,1
3788742,519821e5-66af-432c-9aa7-01b19eef3b8f,Pass,0
3788742,313c3490-1ee3-4da8-a65a-da630b9afe66,Pass,1
3788742,db478b75-179d-4eec-8e94-5ec9ee94bfe1,Clearance,1
3788742,9c5abba4-8f13-444a-808c-71b2685156e3,Pass,0
3788743,f8f1f605-fbf0-4f66-98e2-ec50b895af26,Pass,0
3788743,bed8678b-cbc4-45e4-94ec-b08756102bea,Pass,0
3788743,8ee9c71e-2dfd-4ba1-a991-2914c8ebc265,Pass,0
3788743,e43a61d7-e036-40a2-b0de-e610cba3ba5c,Clearance,0
3788743,7ea9558f-4585-474f-8d4c-f07a8e4deb85,Pass,0
3788744,9aa540b4-46d9-4ca9-9e77-0d8c05feee05,Pass,0
3788744,bf87d942-2633-4746-bb2f-281211814785,Clearance,0
3788744,318a1f9f-b08e-472c-b88f-33d4b51831d8,Clearance,0
3788744,8407bf01-c857-45b0-9c18-f4b563db928e,Pass,0
3788744,e3cc2315-95c7-4c28-bf15-d279032da588,Clearance,0
3788744,3dfa1f1a-5349-4af2-bb0a-80b3515f8e61,Pass,1
3788744,fc67d500-3338-4a13-864a-e6448a23cf6d,Pass,0
3788744,86e65927-ee62-4691-9ec4-6e8fab34b344,Pass,0
3788744,e6524d4c-bd59-46c2-827d-5e09f0e8c726,Pass,0
3788744,e4f1d3e3-9b11-48a8-add2-2b3174397a2d,Clearance,1
3788744,b2d562ce-b22a-4cc1-afd0-0e53da51845f,Pass,0
3788744,ea711b40-93e1-4135-b931-c1f6993a1368,Clearance,0
3788744,04b8632b-f2be-4c71-9790-c8637934f432,Pass,0
3788744,ce38bc5b-fb8b-43a0-b79b-e3e0c06dd16d,Clearance,0
3788744,84315370-d150-4a83-94c8-90da40a829a4,Clearance,0
3788744,6b793f75-5e5c-41ab-8f8f-6b5195b8bd54,Clearance,0
3788744,cf4de2ea-7286-4ac3-a716-7cc7dae5f25b,Clearance,1
3788745,ace3e26f-1026-4c62-a30c-2e79e2033124,Clearance,0
3788745,df93d464-d0c8-4f03-805b-cf05f6519d1e,Clearance,0
3788745,6741179d-555b-49e6-b35c-7bb1d2e9cbde,Pass,1
3788745,9328f022-5cec-4ea8-a4f4-89bc8a0f2f70,Clearance,0
3788745,0b1218c1-8e8d-49dd-9510-bfd4c33c2fb5,Clearance,1
3788745,4a215247-90eb-4b97-b06e-655bff7caf20,Pass,0
3788745,8290e883-eb72-4fb0-84e0-1724906791c5,Clearance,0
3788746,c69ee6a3-8b80-4a22-9874-855d817bf1a2,Pass,0
3788746,06d52f06-d445-4bbe-8e1b-7091617e5cf5,Pass,0
3788746,8e48913e-924d-4324-a982-efaf60fd5e49,Pass,0
3788746,4652d201-fbec-4166-83ad-029ae8148e38,Clearance,1
3788746,fcddc737-f53f-4dd6-8cef-0725f2101082,Pass,0
3788746,eab034e9-ca68-4912-a639-5896e2b6aed5,Pass,0
3788746,c7a19c04-6146-4b80-83be-c1d46d1b896a,Pass,0
3788746,ecbcc203-4648-45ac-be1f-f313fd70847f,Pass,0
3788746,a7b2d73d-7511-4191-bf8e-37c30a83c9f4,Pass,0
3788747,1db53ddc-72bb-4ff0-8ce3-a49e27b1600d,Pass,0
3788747,d6e47513-f3c3-4322-9987-bc5ad7c2ba1e,Pass,0
3788747,ec17fce7-b1bc-4d3c-a2f6-42db8cbb45f6,Pass,0
3788747,05625b90-d780-4ce1-abc3-23f869156319,Pass,0
3788747,f3a82be0-d193-4fb4-8d1b-b8082c1b2d44,Pass,0
3788747,e61a1a9b-5515-4a8d-b9cb-8e35de7391c2,Pass,0
3788747,58acda76-1d1e-4e67-a0b1-f6f8ccb6c05c,Clearance,0
3788747,9b59db0e-9c3a-460c-9f2d-d6b97d12dc38,Clearance,0
3788747,49ee2f36-8037-423f-865a-481c42df8aa0,Clearance,0
3788747,01e41203-8748-4035-84b4-0afdcc3cf834,Pass,0
3788747,c1a7ae3e-c506-4058-a12a-f1d1ecbad682,Clearance,0
3788747,ca043f79-73d2-42ff-be0e-170c22c2cfcd,Pass,1
3788748,712e03c7-51db-4696-b64d-7fcda7cf7a13,Clearance,0
3788748,c3abf88c-23eb-4136-963d-2f46021ffe1d,Clearance,1
3788748,66b2bc9d-2c62-4ec2-aa66-8847f3b7642e,Clearance,1
3788748,8253ff8a-c78e-4867-93b4-6b6360b9befd,Pass,1
3788748,efcb47ec-36a6-4a41-af9f-cab548f2a507,Clearance,1
3788748,2d3bcc28-7f22-42ff-9aa2-345fdf6b7601,Clearance,1
3788748,4c54d76f-3a44-470d-9ce8-07be7e371552,Clearance,0
3788748,863dd3e0-2767-40e9-ab52-b5904e599d5f,Clearance,1
3788748,f5f720d9-7bb9-4ffe-9c85-4b084c521bc7,Pass,0
3788748,c5179fc3-6e74-41ca-a15b-872784bcdbe1,Clearance,1
3788748,528998b2-97f5-490a-a1f6-44cca84b1059,Pass,0
3788748,3d347ef8-5122-430e-b628-b59f1a92c4bd,Clearance,0
3788748,4b0a5686-6bcb-4b3f-91d0-c4a74e8d06d9,Pass,0
3788748,88ed69da-d9d9-4d78-be5e-1b1aafdf6fab,Pass,0
3788748,f1604edc-7aa2-43f3-9720-337b431ec4bb,Pass,0
3788748,fe304c9a-b394-4eff-ad4e-c457de8a8bdb,Clearance,0
3788748,acf0a377-00b3-414c-9bfd-cb6b793dfe22,Pass,1
3788748,6c3318b8-db61-4cef-9aeb-4a99279112b8,Clearance,1
3788748,f2e8495d-afce-4a42-8ef1-8cab90b1b173,Clearance,1
3788748,2e5702ea-6305-4157-a179-0703ef93fb94,Pass,0
3788748,86a64831-1e2b-4b57-aa05-50776ea98d1e,Pass,0
3788748,8f40f6ad-bd6e-4bcc-8401-cfe0525101fc,Clearance,0
3788748,bfdcaba9-1b6e-4512-a929-498100f6c5b9,Clearance,1
3788748,e33b5a72-b232-4889-93f6-ccdf4c9fc836,Clearance,0
3788748,05ea196c-4b91-461f-9e4f-d7888114ade0,Clearance,1
3788748,533951a8-3ee5-40e6-9be0-aaaf8641a279,Pass,0
3788748,8b087d05-3df1-48d6-93f9-43583e1af549,Pass,1
3788748,f78fd3f0-8c59-4735-9e0f-91ae987c023a,Clearance,0
3788748,23c2f3c4-cb1d-4dba-92af-2153be7a3edc,Clearance,1
3788748,8af55c3d-3fdd-4dd1-825d-a1f09879e1c0,Pass,0
3788749,d2a30371-23b3-4198-aa7b-3a5e73703c77,Pass,0
3788749,09fe3a02-e03b-412c-894a-499901e3a335,Clearance,1
3788749,538dcd80-d1a2-4c42-ae10-c2b5df3382e6,Pass,1
